module name;licenses;repository;licenseUrl;parents
coffee-script@1.10.0;MIT;https://github.com/jashkenas/coffeescript;https://github.com/jashkenas/coffeescript/raw/master/LICENSE;grunt:meta.simple_lock
coffee-script@1.12.5;MIT;https://github.com/jashkenas/coffeescript;https://github.com/jashkenas/coffeescript/raw/master/LICENSE;cson:gui.ajax
coffee-script@1.3.3;MIT;https://github.com/jashkenas/coffee-script;https://raw.github.com/jashkenas/coffee-script/master/LICENSE;grunt:uploader.plupload
color-convert@1.0.0;MIT;https://github.com/qix-/color-convert;https://github.com/qix-/color-convert/raw/master/LICENSE;ansi-styles:chalk:babel-core:grunt-babel:core.mailer
color-convert@1.9.0;MIT;https://github.com/qix-/color-convert;https://github.com/qix-/color-convert/raw/master/LICENSE;gui.ajax
color-name@1.1.2;MIT;https://github.com/dfcreative/color-name;https://github.com/dfcreative/color-name/raw/master/LICENSE;gui.ajax
color-string@1.5.2;MIT;https://github.com/qix-/color-string;https://github.com/qix-/color-string/raw/master/LICENSE;gui.ajax
color@1.0.3;MIT;https://github.com/qix-/color;https://github.com/qix-/color/raw/master/LICENSE;gui.ajax
colors@0.6.2;UNKNOWN;https://github.com/Marak/colors.js;https://github.com/Marak/colors.js/raw/master/MIT-LICENSE.txt;grunt:uploader.plupload
colors@1.1.2;MIT;https://github.com/Marak/colors.js;https://github.com/Marak/colors.js/raw/master/LICENSE;grunt-legacy-log:grunt:meta.simple_lock
combine-source-map@0.6.1;MIT;https://github.com/thlorenz/combine-source-map;https://github.com/thlorenz/combine-source-map/raw/master/LICENSE;meta.exif
combine-source-map@0.7.2;MIT;https://github.com/thlorenz/combine-source-map;https://github.com/thlorenz/combine-source-map/raw/master/LICENSE;watchify:meta.exif
combined-stream@1.0.5;MIT;https://github.com/felixge/node-combined-stream;https://github.com/felixge/node-combined-stream/raw/master/License;fsevents:meta.exif
commander@2.0.0;UNKNOWN;https://github.com/visionmedia/commander.js;https://github.com/visionmedia/commander.js;clean-css:gui.ajax
commander@2.8.1;MIT;https://github.com/tj/commander.js;https://github.com/tj/commander.js/raw/master/LICENSE;grunt-contrib-cssmin:gui.ajax
commander@2.9.0;MIT;https://github.com/tj/commander.js;https://github.com/tj/commander.js/raw/master/LICENSE;commoner:regenerator:babel-core:grunt-babel:uploader.plupload
commondir@0.0.1;MIT/X11;https://github.com/substack/node-commondir;https://github.com/substack/node-commondir;meta.exif
commoner@0.10.4;MIT;https://github.com/reactjs/commoner;https://github.com/reactjs/commoner/raw/master/LICENSE;regenerator:babel-core:grunt-babel:uploader.html
commoner@0.10.8;MIT;https://github.com/benjamn/commoner;https://github.com/benjamn/commoner/raw/master/LICENSE;regenerator:babel-core:grunt-babel:uploader.plupload
component-query@0.0.3;MIT;https://github.com/component/query;https://github.com/component/query;smart-app-banner:gui.mobile
computed-style@0.1.4;MIT;https://github.com/twolfson/computedStyle;https://github.com/twolfson/computedStyle/blob/master/LICENSE-MIT;gui.ajax
concat-map@0.0.1;MIT;https://github.com/substack/node-concat-map;https://github.com/substack/node-concat-map/raw/master/LICENSE;brace-expansion:minimatch:babel-core:grunt-babel:uploader.plupload
concat-stream@1.4.10;MIT;https://github.com/maxogden/concat-stream;https://github.com/maxogden/concat-stream/raw/master/LICENSE;meta.exif
concat-stream@1.5.2;MIT;https://github.com/maxogden/concat-stream;https://github.com/maxogden/concat-stream/raw/master/LICENSE;watchify:meta.exif
config@1.25.1;MIT;https://github.com/lorenwest/node-config;https://github.com/lorenwest/node-config/raw/master/LICENSE;gui.ajax
console-browserify@1.1.0;MIT;https://github.com/Raynos/console-browserify;http://github.com/Raynos/console-browserify/raw/master/LICENSE;meta.exif
console-control-strings@1.1.0;ISC;https://github.com/iarna/console-control-strings;https://github.com/iarna/console-control-strings/raw/master/LICENSE;fsevents:meta.exif
constants-browserify@0.0.1;MIT;https://github.com/juliangruber/constants-browserify;https://github.com/juliangruber/constants-browserify;meta.exif
constants-browserify@1.0.0;MIT;https://github.com/juliangruber/constants-browserify;https://github.com/juliangruber/constants-browserify;watchify:meta.exif
content-type@1.0.2;MIT;https://github.com/jshttp/content-type;https://github.com/jshttp/content-type/raw/master/LICENSE;meta.watch
convert-source-map@1.1.3;MIT;https://github.com/thlorenz/convert-source-map;https://github.com/thlorenz/convert-source-map/raw/master/LICENSE;meta.exif
convert-source-map@1.2.0;MIT;https://github.com/thlorenz/convert-source-map;https://github.com/thlorenz/convert-source-map/raw/master/LICENSE;babel-core:grunt-babel:core.tasks
convert-source-map@1.3.0;MIT;https://github.com/thlorenz/convert-source-map;https://github.com/thlorenz/convert-source-map/raw/master/LICENSE;babel-core:grunt-babel:uploader.html
convert-source-map@1.4.0;MIT;https://github.com/thlorenz/convert-source-map;https://github.com/thlorenz/convert-source-map/raw/master/LICENSE;babel-core:grunt-babel:uploader.plupload
convert-source-map@1.5.0;MIT;https://github.com/thlorenz/convert-source-map;https://github.com/thlorenz/convert-source-map/raw/master/LICENSE;meta.watch
cookie-cutter@0.1.1;MIT;https://github.com/substack/cookie-cutter;https://github.com/substack/cookie-cutter;smart-app-banner:gui.mobile
core-js@1.2.6;MIT;https://github.com/zloirock/core-js;https://github.com/zloirock/core-js/raw/master/LICENSE;babel-core:grunt-babel:core.tasks
core-js@1.2.7;MIT;https://github.com/zloirock/core-js;https://github.com/zloirock/core-js/raw/master/LICENSE;babel-core:grunt-babel:uploader.plupload
core-js@2.4.1;MIT;https://github.com/zloirock/core-js;https://github.com/zloirock/core-js/raw/master/LICENSE;babel-runtime:babel-core:grunt-babel:meta.simple_lock
core-util-is@1.0.2;MIT;https://github.com/isaacs/core-util-is;https://github.com/isaacs/core-util-is/raw/master/LICENSE;meta.exif
create-ecdh@4.0.0;MIT;https://github.com/crypto-browserify/createECDH;https://github.com/crypto-browserify/createECDH;meta.exif
create-hash@1.1.2;MIT;https://github.com/crypto-browserify/createHash;https://github.com/crypto-browserify/createHash;meta.exif
create-hmac@1.1.4;MIT;https://github.com/crypto-browserify/createHmac;https://github.com/crypto-browserify/createHmac;meta.exif
create-react-class@15.5.2;BSD-3-Clause;https://github.com/facebook/react;https://github.com/facebook/react/raw/master/LICENSE.txt;gui.ajax
cronstrue@0.3.1;MIT;https://github.com/bradyholt/cronstrue;https://github.com/bradyholt/cronstrue/raw/master/LICENSE;gui.ajax
cryptiles@2.0.5;BSD-3-Clause;https://github.com/hapijs/cryptiles;https://github.com/hapijs/cryptiles/raw/master/LICENSE;fsevents:meta.exif
crypto-browserify@3.11.0;MIT;https://github.com/crypto-browserify/crypto-browserify;https://github.com/crypto-browserify/crypto-browserify/raw/master/LICENSE;meta.exif
cson-parser@1.3.5;BSD-3-Clause;https://github.com/groupon/cson-parser;https://github.com/groupon/cson-parser/raw/master/LICENSE;gui.ajax
cson@3.0.2;MIT;https://github.com/bevry/cson;https://github.com/bevry/cson/raw/master/LICENSE.md;gui.ajax
css-in-js-utils@1.0.3;MIT;https://github.com/rofrischmann/css-in-js-utils;https://github.com/rofrischmann/css-in-js-utils/raw/master/LICENSE;gui.ajax
currently-unhandled@0.4.1;MIT;https://github.com/jamestalmage/currently-unhandled;https://github.com/jamestalmage/currently-unhandled/raw/master/license;loud-rejection:meow:dateformat:grunt:meta.simple_lock
dashdash@1.14.1;MIT;https://github.com/trentm/node-dashdash;https://github.com/trentm/node-dashdash/raw/master/LICENSE.txt;fsevents:meta.exif
date-now@0.1.4;MIT;https://github.com/Colingo/date-now;http://github.com/Colingo/date-now/raw/master/LICENSE;meta.exif
dateformat@1.0.12;MIT;https://github.com/felixge/node-dateformat;https://github.com/felixge/node-dateformat/raw/master/LICENSE;grunt:meta.simple_lock
debug@0.7.4;UNKNOWN;https://github.com/visionmedia/debug;https://github.com/visionmedia/debug;tiny-lr-fork:grunt-contrib-watch:uploader.plupload
debug@2.2.0;MIT;https://github.com/visionmedia/debug;https://github.com/visionmedia/debug;babel-core:grunt-babel:uploader.html
debug@2.6.0;MIT;https://github.com/visionmedia/debug;https://github.com/visionmedia/debug/raw/master/LICENSE;babel-core:grunt-babel:meta.user
debug@2.6.1;MIT;https://github.com/visionmedia/debug;https://github.com/visionmedia/debug/raw/master/LICENSE;babel-core:grunt-babel:uploader.plupload
debug@2.6.3;MIT;https://github.com/visionmedia/debug;https://github.com/visionmedia/debug/raw/master/LICENSE;meta.watch
decamelize@1.1.2;MIT;https://github.com/sindresorhus/decamelize;https://github.com/sindresorhus/decamelize/raw/master/license;yargs:defs:regenerator:babel-core:grunt-babel:core.mailer
decamelize@1.2.0;MIT;https://github.com/sindresorhus/decamelize;https://github.com/sindresorhus/decamelize/raw/master/license;yargs:defs:regenerator:babel-core:grunt-babel:uploader.plupload
deep-equal@1.0.1;MIT;https://github.com/substack/node-deep-equal;https://github.com/substack/node-deep-equal/raw/master/LICENSE;gui.ajax
deep-extend@0.4.1;MIT;https://github.com/unclechu/node-deep-extend;https://github.com/unclechu/node-deep-extend/raw/master/LICENSE;fsevents:meta.exif
defined@1.0.0;MIT;https://github.com/substack/defined;https://github.com/substack/defined/raw/master/LICENSE;detective:commoner:regenerator:babel-core:grunt-babel:uploader.plupload
defs@1.1.1;MIT;https://github.com/olov/defs;https://github.com/olov/defs/raw/master/LICENSE;regenerator:babel-core:grunt-babel:uploader.plupload
delayed-stream@1.0.0;MIT;https://github.com/felixge/node-delayed-stream;https://github.com/felixge/node-delayed-stream/raw/master/License;fsevents:meta.exif
delegate@3.1.2;MIT;https://github.com/zenorocha/delegate;https://github.com/zenorocha/delegate;gui.ajax
delegates@1.0.0;MIT;https://github.com/visionmedia/node-delegates;https://github.com/visionmedia/node-delegates/raw/master/License;fsevents:meta.exif
depd@1.1.0;MIT;https://github.com/dougwilson/nodejs-depd;https://github.com/dougwilson/nodejs-depd/raw/master/LICENSE;meta.watch
deps-sort@1.3.9;MIT;https://github.com/substack/deps-sort;https://github.com/substack/deps-sort/raw/master/LICENSE;meta.exif
deps-sort@2.0.0;MIT;https://github.com/substack/deps-sort;https://github.com/substack/deps-sort/raw/master/LICENSE;watchify:meta.exif
des.js@1.0.0;MIT;https://github.com/indutny/des.js;https://github.com/indutny/des.js;meta.exif
detect-indent@3.0.1;MIT;https://github.com/sindresorhus/detect-indent;https://github.com/sindresorhus/detect-indent/raw/master/license;babel-core:grunt-babel:uploader.plupload
detect-indent@4.0.0;MIT;https://github.com/sindresorhus/detect-indent;https://github.com/sindresorhus/detect-indent/raw/master/license;babel-generator:babel-core:grunt-babel:meta.simple_lock
detective@4.3.1;MIT;https://github.com/substack/node-detective;https://github.com/substack/node-detective/raw/master/LICENSE;commoner:regenerator:babel-core:grunt-babel:uploader.html
detective@4.3.2;MIT;https://github.com/substack/node-detective;https://github.com/substack/node-detective/raw/master/LICENSE;commoner:regenerator:babel-core:grunt-babel:uploader.plupload
detective@4.5.0;MIT;https://github.com/substack/node-detective;https://github.com/substack/node-detective/raw/master/LICENSE;meta.watch
diffie-hellman@5.0.2;MIT;https://github.com/crypto-browserify/diffie-hellman;https://github.com/crypto-browserify/diffie-hellman;meta.exif
disposables@1.0.1;Apache License, Version 2.0;https://github.com/gaearon/disposables;http://www.apache.org/licenses/LICENSE-2.0.html;gui.ajax
dnd-core@2.3.0;MIT;;;gui.ajax
doc-ready@1.0.4;MIT;https://github.com/desandro/doc-ready;https://github.com/desandro/doc-ready;gui.ajax
doctrine@2.0.0;Apache-2.0;https://github.com/eslint/doctrine;https://github.com/eslint/doctrine/raw/master/LICENSE;gui.ajax
dom-walk@0.1.1;MIT;https://github.com/Raynos/dom-walk;http://github.com/Raynos/dom-walk/raw/master/LICENSE;editor.diaporama
domain-browser@1.1.7;MIT;https://github.com/bevry/domain-browser;https://github.com/bevry/domain-browser/raw/master/LICENSE.md;meta.exif
duplexer2@0.0.2;BSD;https://github.com/deoxxa/duplexer2;https://github.com/deoxxa/duplexer2/raw/master/LICENSE.md;meta.exif
duplexer2@0.1.4;BSD-3-Clause;https://github.com/deoxxa/duplexer2;https://github.com/deoxxa/duplexer2/raw/master/LICENSE.md;watchify:meta.exif
eachr@3.2.0;MIT;https://github.com/bevry/eachr;https://github.com/bevry/eachr/raw/master/LICENSE.md;gui.ajax
ecc-jsbn@0.1.1;MIT;https://github.com/quartzjer/ecc-jsbn;https://github.com/quartzjer/ecc-jsbn/raw/master/LICENSE;fsevents:meta.exif
editions@1.3.3;MIT;https://github.com/bevry/editions;https://github.com/bevry/editions/raw/master/LICENSE.md;gui.ajax
ee-first@1.1.1;MIT;https://github.com/jonathanong/ee-first;https://github.com/jonathanong/ee-first/raw/master/LICENSE;meta.watch
electron-to-chromium@1.2.5;ISC;https://github.com/kilian/electron-to-chromium/;https://github.com/kilian/electron-to-chromium/;browserslist:autoprefixer:less-plugin-autoprefix:action.ajxp_user
electron-to-chromium@1.2.8;ISC;https://github.com/kilian/electron-to-chromium/;https://github.com/kilian/electron-to-chromium/;access.ajxp_admin
electron-to-chromium@1.3.4;ISC;https://github.com/kilian/electron-to-chromium/;https://github.com/kilian/electron-to-chromium/;gui.ajax
elliptic@6.4.0;MIT;https://github.com/indutny/elliptic;https://github.com/indutny/elliptic;meta.exif
encoding@0.1.12;MIT;https://github.com/andris9/encoding;https://github.com/andris9/encoding/raw/master/LICENSE;gui.ajax
envify@3.4.0;MIT;https://github.com/hughsk/envify;https://github.com/hughsk/envify;gui.ajax
errno@0.1.4;MIT;https://github.com/rvagg/node-errno;https://github.com/rvagg/node-errno;gui.ajax
error-ex@1.3.0;MIT;https://github.com/qix-/node-error-ex;https://github.com/qix-/node-error-ex/raw/master/LICENSE;parse-json:load-json-file:read-pkg:read-pkg-up:meow:dateformat:grunt:meta.simple_lock
error-ex@1.3.1;MIT;https://github.com/qix-/node-error-ex;https://github.com/qix-/node-error-ex/raw/master/LICENSE;parse-json:load-json-file:read-pkg:read-pkg-up:meow:dateformat:grunt:meta.git
es5-shim@4.5.9;MIT;https://github.com/es-shims/es5-shim;https://github.com/es-shims/es5-shim/raw/master/LICENSE;editor.diaporama
escape-string-regexp@1.0.4;MIT;https://github.com/sindresorhus/escape-string-regexp;https://github.com/sindresorhus/escape-string-regexp/raw/master/license;chalk:babel-core:grunt-babel:action.share
escape-string-regexp@1.0.5;MIT;https://github.com/sindresorhus/escape-string-regexp;https://github.com/sindresorhus/escape-string-regexp/raw/master/license;chalk:babel-core:grunt-babel:uploader.plupload
esprima-fb@13001.1001.0-dev-harmony-fb;BSD;https://github.com/facebook/esprima;http://github.com/facebook/esprima/raw/master/LICENSE.BSD;jstransform:gui.ajax
esprima-fb@15001.1001.0-dev-harmony-fb;BSD;https://github.com/facebook/esprima;http://github.com/facebook/esprima/raw/master/LICENSE.BSD;regenerator:babel-core:grunt-babel:uploader.plupload
esprima@1.0.4;BSD;https://github.com/ariya/esprima;http://github.com/ariya/esprima/raw/master/LICENSE.BSD;js-yaml:grunt:uploader.plupload
esprima@2.7.2;BSD-2-Clause;https://github.com/jquery/esprima;https://github.com/jquery/esprima/raw/master/LICENSE.BSD;regexpu:babel-core:grunt-babel:core.tasks
esprima@2.7.3;BSD-2-Clause;https://github.com/jquery/esprima;https://github.com/jquery/esprima/raw/master/LICENSE.BSD;regexpu:babel-core:grunt-babel:uploader.plupload
esprima@3.1.3;BSD-2-Clause;https://github.com/jquery/esprima;https://github.com/jquery/esprima/raw/master/LICENSE.BSD;recast:commoner:regenerator:babel-core:grunt-babel:uploader.plupload
esutils@2.0.2;BSD;https://github.com/estools/esutils;http://github.com/estools/esutils/raw/master/LICENSE.BSD;babel-core:grunt-babel:uploader.plupload
eventemitter2@0.4.14;MIT;https://github.com/hij1nx/EventEmitter2;https://github.com/hij1nx/EventEmitter2;grunt:uploader.plupload
eventie@1.0.6;MIT;https://github.com/desandro/eventie;https://github.com/desandro/eventie;gui.ajax
events@1.0.2;MIT;https://github.com/Gozala/events;https://github.com/Gozala/events/raw/master/LICENSE;meta.exif
events@1.1.1;MIT;https://github.com/Gozala/events;https://github.com/Gozala/events/raw/master/LICENSE;watchify:meta.exif
evp_bytestokey@1.0.0;MIT;https://github.com/crypto-browserify/EVP_BytesToKey;https://github.com/crypto-browserify/EVP_BytesToKey;meta.exif
exit@0.1.2;MIT;https://github.com/cowboy/node-exit;https://github.com/cowboy/node-exit/blob/master/LICENSE-MIT;grunt:uploader.plupload
expand-brackets@0.1.5;MIT;https://github.com/jonschlinkert/expand-brackets;https://github.com/jonschlinkert/expand-brackets/raw/master/LICENSE;meta.exif
expand-range@1.8.2;MIT;https://github.com/jonschlinkert/expand-range;https://github.com/jonschlinkert/expand-range/raw/master/LICENSE;meta.exif
extend@3.0.0;MIT;https://github.com/justmoon/node-extend;https://github.com/justmoon/node-extend/raw/master/LICENSE;fsevents:meta.exif
extglob@0.3.2;MIT;https://github.com/jonschlinkert/extglob;https://github.com/jonschlinkert/extglob/raw/master/LICENSE;meta.exif
extract-opts@3.3.1;MIT;https://github.com/bevry/extract-opts;https://github.com/bevry/extract-opts/raw/master/LICENSE.md;gui.ajax
extsprintf@1.0.2;UNKNOWN;https://github.com/davepacheco/node-extsprintf;https://github.com/davepacheco/node-extsprintf/raw/master/LICENSE;fsevents:meta.exif
faye-websocket@0.10.0;MIT;https://github.com/faye/faye-websocket-node;https://github.com/faye/faye-websocket-node;meta.watch
faye-websocket@0.4.4;MIT;https://github.com/faye/faye-websocket-node;http://www.opensource.org/licenses/mit-license.php;tiny-lr-fork:grunt-contrib-watch:uploader.plupload
fbjs@0.8.12;BSD-3-Clause;https://github.com/facebook/fbjs;https://github.com/facebook/fbjs/raw/master/LICENSE;gui.ajax
fbjs@0.8.9;BSD-3-Clause;https://github.com/facebook/fbjs;https://github.com/facebook/fbjs/raw/master/LICENSE;react:editor.diaporama
figures@1.7.0;MIT;https://github.com/sindresorhus/figures;https://github.com/sindresorhus/figures/raw/master/license;gui.ajax
file-sync-cmp@0.1.1;MIT;https://github.com/mgeisler/file-sync-cmp;https://github.com/mgeisler/file-sync-cmp/raw/master/LICENSE;grunt-contrib-copy:gui.mobile
filename-regex@2.0.0;MIT;https://github.com/regexps/filename-regex;https://github.com/regexps/filename-regex/blob/master/LICENSE-MIT;meta.exif
fill-range@2.2.3;MIT;https://github.com/jonschlinkert/fill-range;https://github.com/jonschlinkert/fill-range/raw/master/LICENSE;meta.exif
find-up@1.1.2;MIT;https://github.com/sindresorhus/find-up;https://github.com/sindresorhus/find-up/raw/master/license;read-pkg-up:meow:dateformat:grunt:meta.simple_lock
findup-sync@0.1.3;MIT;https://github.com/cowboy/node-findup-sync;https://github.com/cowboy/node-findup-sync/blob/master/LICENSE-MIT;grunt:uploader.plupload
findup-sync@0.3.0;MIT;https://github.com/cowboy/node-findup-sync;https://github.com/cowboy/node-findup-sync/blob/master/LICENSE-MIT;grunt:meta.simple_lock
for-each@0.3.2;MIT;https://github.com/Raynos/for-each;http://github.com/Raynos/for-each/raw/master/LICENSE;editor.diaporama
for-in@1.0.2;MIT;https://github.com/jonschlinkert/for-in;https://github.com/jonschlinkert/for-in/raw/master/LICENSE;meta.exif
for-own@0.1.5;MIT;https://github.com/jonschlinkert/for-own;https://github.com/jonschlinkert/for-own/raw/master/LICENSE;meta.exif
foreach@2.0.5;MIT;https://github.com/manuelstofer/foreach;https://github.com/manuelstofer/foreach/raw/master/LICENSE;meta.exif
forever-agent@0.6.1;Apache-2.0;https://github.com/mikeal/forever-agent;https://github.com/mikeal/forever-agent/raw/master/LICENSE;fsevents:meta.exif
form-data@1.0.0-rc4;MIT;https://github.com/form-data/form-data;https://github.com/form-data/form-data/raw/master/License;request:less:assemble-less:access.ajxp_home
form-data@1.0.1;MIT;https://github.com/form-data/form-data;https://github.com/form-data/form-data/raw/master/License;request:less:assemble-less:action.ajxp_user
form-data@2.1.2;MIT;https://github.com/form-data/form-data;https://github.com/form-data/form-data/raw/master/License;fsevents:meta.exif
form-data@2.1.4;MIT;https://github.com/form-data/form-data;https://github.com/form-data/form-data/raw/master/License;gui.ajax
fs-readdir-recursive@0.1.2;MIT;https://github.com/fs-utils/fs-readdir-recursive;https://github.com/fs-utils/fs-readdir-recursive/raw/master/LICENSE;babel-core:grunt-babel:uploader.plupload
fs.realpath@1.0.0;ISC;https://github.com/isaacs/fs.realpath;https://github.com/isaacs/fs.realpath/raw/master/LICENSE;meta.watch
fsevents@1.1.1;MIT;https://github.com/strongloop/fsevents;https://github.com/strongloop/fsevents/raw/master/LICENSE;meta.exif
fstream-ignore@1.0.5;ISC;https://github.com/isaacs/fstream-ignore;https://github.com/isaacs/fstream-ignore/raw/master/LICENSE;fsevents:meta.exif
fstream@1.0.10;ISC;https://github.com/npm/fstream;https://github.com/npm/fstream/raw/master/LICENSE;fsevents:meta.exif
function-bind@1.1.0;MIT;https://github.com/Raynos/function-bind;http://github.com/Raynos/function-bind/raw/master/LICENSE;meta.exif
gauge@2.7.3;ISC;https://github.com/iarna/gauge;https://github.com/iarna/gauge/raw/master/LICENSE;fsevents:meta.exif
gaze@0.5.2;MIT;https://github.com/shama/gaze;https://github.com/shama/gaze/blob/master/LICENSE-MIT;grunt-contrib-watch:uploader.plupload
gaze@1.1.2;MIT;https://github.com/shama/gaze;https://github.com/shama/gaze/raw/master/LICENSE-MIT;meta.watch
generate-function@2.0.0;MIT;https://github.com/mafintosh/generate-function;https://github.com/mafintosh/generate-function;fsevents:meta.exif
generate-object-property@1.2.0;MIT;https://github.com/mafintosh/generate-object-property;https://github.com/mafintosh/generate-object-property/raw/master/LICENSE;fsevents:meta.exif
get-doc@1.0.3;Unlicensed;https://github.com/dfcreative/get-doc;https://github.com/dfcreative/get-doc/raw/master/UNLICENSE;smart-app-banner:gui.mobile
get-stdin@4.0.1;MIT;https://github.com/sindresorhus/get-stdin;https://github.com/sindresorhus/get-stdin;detect-indent:babel-core:grunt-babel:uploader.plupload
getobject@0.1.0;MIT;https://github.com/cowboy/node-getobject;https://github.com/cowboy/node-getobject/blob/master/LICENSE-MIT;grunt:uploader.plupload
getpass@0.1.6;MIT;https://github.com/arekinath/node-getpass;https://github.com/arekinath/node-getpass/raw/master/LICENSE;fsevents:meta.exif
glob-base@0.3.0;MIT;https://github.com/jonschlinkert/glob-base;https://github.com/jonschlinkert/glob-base/blob/master/LICENSE;meta.exif
glob-parent@2.0.0;ISC;https://github.com/es128/glob-parent;https://github.com/es128/glob-parent/raw/master/LICENSE;meta.exif
glob@3.1.21;BSD;https://github.com/isaacs/node-glob;https://github.com/isaacs/node-glob/raw/master/LICENSE;grunt:uploader.plupload
glob@3.2.11;BSD;https://github.com/isaacs/node-glob;https://github.com/isaacs/node-glob/raw/master/LICENSE;findup-sync:grunt:uploader.plupload
glob@4.5.3;ISC;https://github.com/isaacs/node-glob;https://github.com/isaacs/node-glob/raw/master/LICENSE;browserify:meta.exif
glob@5.0.15;ISC;https://github.com/isaacs/node-glob;https://github.com/isaacs/node-glob/raw/master/LICENSE;commoner:regenerator:babel-core:grunt-babel:uploader.plupload
glob@6.0.4;ISC;https://github.com/isaacs/node-glob;https://github.com/isaacs/node-glob/raw/master/LICENSE;action.ajxp_user
glob@7.0.6;ISC;https://github.com/isaacs/node-glob;https://github.com/isaacs/node-glob/raw/master/LICENSE;grunt:meta.simple_lock
glob@7.1.1;ISC;https://github.com/isaacs/node-glob;https://github.com/isaacs/node-glob/raw/master/LICENSE;globule:meta.watch
global@4.3.0;MIT;https://github.com/Raynos/global;http://github.com/Raynos/global/raw/master/LICENSE;editor.diaporama
globals@6.4.1;MIT;https://github.com/sindresorhus/globals;https://github.com/sindresorhus/globals/raw/master/license;babel-core:grunt-babel:uploader.plupload
globals@9.15.0;MIT;https://github.com/sindresorhus/globals;https://github.com/sindresorhus/globals/raw/master/license;babel-traverse:babel-core:grunt-babel:meta.simple_lock
globule@0.1.0;MIT;https://github.com/cowboy/node-globule;https://github.com/cowboy/node-globule/blob/master/LICENSE-MIT;gaze:grunt-contrib-watch:uploader.plupload
globule@1.1.0;MIT;https://github.com/cowboy/node-globule;https://github.com/cowboy/node-globule/raw/master/LICENSE;meta.watch
good-listener@1.2.2;MIT;https://github.com/zenorocha/good-listener;https://github.com/zenorocha/good-listener;gui.ajax
graceful-fs@1.2.3;BSD;https://github.com/isaacs/node-graceful-fs;https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE;glob:grunt:uploader.plupload
graceful-fs@4.1.11;ISC;https://github.com/isaacs/node-graceful-fs;https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE;output-file-sync:babel-core:grunt-babel:uploader.plupload
graceful-fs@4.1.3;ISC;https://github.com/isaacs/node-graceful-fs;https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE;commoner:regenerator:babel-core:grunt-babel:core.mailer
graceful-fs@4.1.4;ISC;https://github.com/isaacs/node-graceful-fs;https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE;commoner:regenerator:babel-core:grunt-babel:core.tasks
graceful-fs@4.1.6;ISC;https://github.com/isaacs/node-graceful-fs;https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE;output-file-sync:babel-core:grunt-babel:uploader.html
graceful-fs@4.1.9;ISC;https://github.com/isaacs/node-graceful-fs;https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE;output-file-sync:babel-core:grunt-babel:action.demo_counter
graceful-readlink@1.0.1;MIT;https://github.com/zhiyelee/graceful-readlink;https://github.com/zhiyelee/graceful-readlink/raw/master/LICENSE;commander:commoner:regenerator:babel-core:grunt-babel:uploader.plupload
grunt-babel@5.0.3;MIT;https://github.com/babel/grunt-babel;https://github.com/babel/grunt-babel/raw/master/license;uploader.plupload
grunt-babel@6.0.0;MIT;https://github.com/babel/grunt-babel;https://github.com/babel/grunt-babel/raw/master/license;meta.simple_lock
grunt-browserify@4.0.1;MIT;https://github.com/jmreidy/grunt-browserify;https://github.com/jmreidy/grunt-browserify/blob/master/LICENSE-MIT;meta.exif
grunt-browserify@5.0.0;MIT;https://github.com/jmreidy/grunt-browserify;https://github.com/jmreidy/grunt-browserify/blob/master/LICENSE-MIT;action.ajxp_user
grunt-cli@1.2.0;MIT;https://github.com/gruntjs/grunt-cli;https://github.com/gruntjs/grunt-cli;grunt:meta.simple_lock
grunt-contrib-clean@1.1.0;MIT;https://github.com/gruntjs/grunt-contrib-clean;https://github.com/gruntjs/grunt-contrib-clean;gui.ajax
grunt-contrib-copy@1.0.0;MIT;https://github.com/gruntjs/grunt-contrib-copy;https://github.com/gruntjs/grunt-contrib-copy;gui.mobile
grunt-contrib-cssmin@0.14.0;MIT;https://github.com/gruntjs/grunt-contrib-cssmin;https://github.com/gruntjs/grunt-contrib-cssmin;gui.ajax
grunt-contrib-less@1.4.1;MIT;https://github.com/gruntjs/grunt-contrib-less;https://github.com/gruntjs/grunt-contrib-less;gui.ajax
grunt-contrib-rename@0.0.3;MIT;https://github.com/jasonlam604/grunt-contrib-rename;https://github.com/jasonlam604/grunt-contrib-rename/blob/master/LICENSE-MIT;gui.ajax
grunt-contrib-symlink@1.0.0;MIT;https://github.com/gruntjs/grunt-contrib-symlink;https://github.com/gruntjs/grunt-contrib-symlink/raw/master/LICENSE-MIT;gui.ajax
grunt-contrib-uglify@0.9.2;MIT;https://github.com/gruntjs/grunt-contrib-uglify;https://github.com/gruntjs/grunt-contrib-uglify;gui.ajax
grunt-contrib-watch@0.6.1;MIT;https://github.com/gruntjs/grunt-contrib-watch;https://github.com/gruntjs/grunt-contrib-watch/blob/master/LICENSE-MIT;uploader.plupload
grunt-contrib-watch@1.0.0;MIT;https://github.com/gruntjs/grunt-contrib-watch;https://github.com/gruntjs/grunt-contrib-watch;meta.watch
grunt-env@0.4.4;Apache2;https://github.com/jsoverson/grunt-env;https://github.com/jsoverson/grunt-env/blob/master/LICENSE-Apache2;gui.ajax
